Table_Name,Category,viewtype
R_ACCESS_CONDITION,ACCESS CONDITION CODE,MODULE
R_ACCOUNT_PROC_TYPE,ACCOUNTING,MODULE
R_ACTIVITY_SET_TYPE,ACTIVITY,MODULE
R_ACTIVITY_TYPE,ACTIVITY,MODULE
R_ADDITIVE_METHOD,WELL TREATMENT ADDITIVE,MODULE
R_ADDITIVE_TYPE,WELL TREATMENT ADDITIVE,MODULE
R_ADDRESS_TYPE,ADDRESS,MODULE
R_AIR_GAS_CODE,AIR GAS CODE,MODULE
R_AIRCRAFT_TYPE,AIR CRAFT TYPE,MODULE
R_ALIAS_REASON_TYPE,ALIAS,MODULE
R_ALIAS_TYPE,ALIAS,MODULE
R_ALLOCATION_TYPE,ALLOCATION,MODULE
R_ALLOWABLE_EXPENSE,ALLOWABLE,MODULE
R_ANAL_PROPERTY_CODE,ANALYSIS,MODULE
R_ANALYSIS_PROPERTY,ANALYSIS,MODULE
R_ANALYSIS_REPORT,ANALYSIS,MODULE
R_AOF_CALC_METHOD,AOF,MODULE
R_AOF_ANALYSIS_TYPE,AOF,MODULE
R_API_LOG_SYSTEM,API,MODULE
R_APPLIC_ATTACHMENT,APPLICATION,MODULE
R_APPLIC_TYPE,APPLICATION,MODULE
R_APPLIC_STATUS,APPLICATION,MODULE
R_APPLIC_REMARK_TYPE,APPLICATION,MODULE
R_APPLIC_DESC,APPLICATION,MODULE
R_APPLIC_DECISION,APPLICATION,MODULE
R_APPLIC_BA_ROLE,APPLICATION,MODULE
R_APPLICATION_COMP_TYPE,APPLICATION,MODULE
R_AREA_COMPONENT_TYPE,AREA,MODULE
R_AREA_TYPE,AREA,MODULE
R_AREA_DESC_TYPE,AREA,MODULE
R_AREA_DESC_CODE,AREA,MODULE
R_AREA_CONTAIN_TYPE,AREA,MODULE
R_AUTHOR_TYPE,AUTHOR,MODULE
R_AUTHORITY_TYPE,AUTHORITY,MODULE
R_BA_PREF_TYPE,BA,MODULE
R_BA_CATEGORY,BA,MODULE
R_BA_COMPONENT_TYPE,BA,MODULE
R_BA_CONTACT_LOC_TYPE,BA,MODULE
R_BA_CREW_OVERHEAD_TYPE,BA,MODULE
R_BA_CREW_TYPE,BA,MODULE
R_BA_DESC_CODE,BA,MODULE
R_BA_DESC_REF_VALUE,BA,MODULE
R_BA_DESC_TYPE,BA,MODULE
R_BA_LIC_DUE_CONDITION,BA,MODULE
R_BA_XREF_TYPE,BA,MODULE
R_BA_TYPE,BA,MODULE
R_BA_STATUS,BA,MODULE
R_BA_SERVICE_TYPE,BA,MODULE
R_BA_AUTHORITY_COMP_TYPE,BA,MODULE
R_BA_PERMIT_TYPE,BA,MODULE
R_BA_ORGANIZATION_TYPE,BA,MODULE
R_BA_ORGANIZATION_COMP_TYPE,BA,MODULE
R_BA_LIC_VIOL_RESOL,BA,MODULE
R_BA_LIC_VIOLATION_TYPE,BA,MODULE
R_BH_PRESS_TEST_TYPE,BHP,MODULE
R_BHP_METHOD,BHP,MODULE
R_BIT_CUT_STRUCT_DULL,BIT,MODULE
R_BIT_BEARING_CONDITION,BIT,MODULE
R_BIT_CUT_STRUCT_INNER,BIT,MODULE
R_BIT_REASON_PULLED,BIT,MODULE
R_BIT_CUT_STRUCT_LOC,BIT,MODULE
R_BIT_CUT_STRUCT_OUTER,BIT,MODULE
R_BLOWOUT_FLUID,BLOWOUT,MODULE
R_BUILDUP_RADIUS_TYPE,BUILDUP,MODULE
R_CAT_ADDITIVE_QUANTITY,CAT,MODULE
R_CAT_ADDITIVE_SPEC,CAT,MODULE
R_CAT_ADDITIVE_XREF,CAT,MODULE
R_CAT_EQUIP_GROUP,CAT,MODULE
R_CAT_ADDITIVE_GROUP,CAT,MODULE
R_CAT_EQUIP_SPEC_CODE,CAT,MODULE
R_CAT_EQUIP_TYPE,CAT,MODULE
R_CAT_EQUIP_SPEC,CAT,MODULE
R_CEMENT_TYPE,CEMENT,MODULE
R_CHECKSHOT_SRVY_TYPE,CHECKSHOT,MODULE
R_CLASS_LEV_COMP_TYPE,CLASS,MODULE
R_CLASS_LEV_XREF_TYPE,CLASS,MODULE
R_CLASS_SYSTEM_DIMENSION,CLASS,MODULE
R_CLASS_SYST_XREF_TYPE,CLASS,MODULE
R_CLASS_DESC_PROPERTY,CLASS,MODULE
R_CODE_VERSION_XREF_TYPE,CODE,MODULE
R_COLLAR_TYPE,COLLAR,MODULE
R_COLOR_FORMAT,COLOR,MODULE
R_COLOR_PALETTE,COLOR,MODULE
R_COMPLETION_METHOD,COMPLETION,MODULE
R_COMPLETION_TYPE,COMPLETION,MODULE
R_COMPLETION_STATUS_TYPE,COMPLETION,MODULE
R_COMPLETION_STATUS,COMPLETION,MODULE
R_CONDITION_TYPE,CONDITION,MODULE
R_CONFIDENCE_TYPE,CONFIDENCE,MODULE
R_CONFIDENTIAL_REASON,CONFIDENTIAL,MODULE
R_CONFIDENTIAL_TYPE,CONFIDENTIAL,MODULE
R_CONFORMITY_RELATION,CONFORMITY,MODULE
R_CONSENT_BA_ROLE,CONSENT,MODULE
R_CONSENT_COMP_TYPE,CONSENT,MODULE
R_CONSENT_CONDITION,CONSENT,MODULE
R_CONSENT_REMARK,CONSENT,MODULE
R_CONSENT_TYPE,CONSENT,MODULE
R_CONSENT_STATUS,CONSENT,MODULE
R_CONSULT_COMP_TYPE,CONSULT,MODULE
R_CONSULT_DISC_TYPE,CONSULT,MODULE
R_CONSULT_ISSUE_TYPE,CONSULT,MODULE
R_CONSULT_REASON,CONSULT,MODULE
R_CONSULT_ATTEND_TYPE,CONSULT,MODULE
R_CONSULT_ROLE,CONSULT,MODULE
R_CONSULT_TYPE,CONSULT,MODULE
R_CONSULT_XREF_TYPE,CONSULT,MODULE
R_CONSULT_RESOLUTION,CONSULT,MODULE
R_CONT_INSUR_ELECT,CONTRACT,MODULE
R_CONT_OPERATING_PROC,CONTRACT,MODULE
R_CONT_PROVISION_TYPE,CONTRACT,MODULE
R_CONT_PROV_XREF_TYPE,CONTRACT,MODULE
R_CONT_STATUS,CONTRACT,MODULE
R_CONT_STATUS_TYPE,CONTRACT,MODULE
R_CONT_TYPE,CONTRACT,MODULE
R_CONT_VOTE_RESPONSE,CONTRACT,MODULE
R_CONT_VOTE_TYPE,CONTRACT,MODULE
R_CONT_XREF_TYPE,CONTRACT,MODULE
R_CONT_EXTEND_TYPE,CONTRACT,MODULE
R_CONT_BA_ROLE,CONTRACT,MODULE
R_CONT_COMP_REASON,CONTRACT,MODULE
R_CONT_EXTEND_COND,CONTRACT,MODULE
R_CONTACT_ROLE,BA,MODULE
R_CONTAMINANT_TYPE,CONTAMINANT,MODULE
R_CONTEST_COMP_TYPE,CONTEST,MODULE
R_CONTEST_PARTY_ROLE,CONTEST,MODULE
R_CONTEST_TYPE,CONTEST,MODULE
R_CONTEST_RESOLUTION,CONTEST,MODULE
R_CONTRACT_COMP_TYPE,CONTRACT,MODULE
R_COORD_SYSTEM_TYPE,COORDINATE,MODULE
R_COORD_QUALITY,COORDINATE,MODULE
R_COORD_COMPUTE,COORDINATE,MODULE
R_COORD_CAPTURE,COORDINATE,MODULE
R_CORE_TYPE,CORE,MODULE
R_CORE_SOLVENT,CORE,MODULE
R_CORE_SAMPLE_TYPE,CORE,MODULE
R_CORE_RECOVERY_TYPE,CORE,MODULE
R_CORE_HANDLING,CORE,MODULE
R_CORE_SHIFT_METHOD,CORE,MODULE
R_CORRECTION_METHOD,CORRECTION,MODULE
R_COUPLING_TYPE,COUPLING,MODULE
R_CREATOR_TYPE,CREATOR,MODULE
R_CS_TRANSFORM_PARM,COORDINATE SYSTEM,MODULE
R_CS_TRANSFORM_TYPE,COORDINATE SYSTEM,MODULE
R_CURVE_TYPE,CURVE,MODULE
R_CURVE_SCALE,CURVE,MODULE
R_CURVE_XREF_TYPE,CURVE,MODULE
R_CUSHION_TYPE,CUSHION,MODULE
R_CUTTING_FLUID,CUTTING,MODULE
R_DATA_CIRC_PROCESS,DATA,MODULE
R_DATA_STORE_TYPE,DATA,MODULE
R_DATA_CIRC_STATUS,DATA,MODULE
R_DATE_FORMAT_TYPE,DATE,MODULE
R_DATUM_ORIGIN,DATUM,MODULE
R_DECLINE_TYPE,DECLINE,MODULE
R_DECLINE_COND_TYPE,DECLINE,MODULE
R_DECLINE_COND_CODE,DECLINE,MODULE
R_DECLINE_CURVE_TYPE,DECLINE,MODULE
R_DECRYPT_TYPE,DECRYPT,MODULE
R_DEDUCT_TYPE,DEDUCT,MODULE
R_DIGITAL_FORMAT,DIGITAL,MODULE
R_DIGITAL_OUTPUT,DIGITAL,MODULE
R_DIR_SRVY_RECORD,DIRECTIONAL SURVEY,MODULE
R_DIR_SRVY_CLASS,DIRECTIONAL SURVEY,MODULE
R_DIR_SRVY_COMPUTE,DIRECTIONAL SURVEY,MODULE
R_DIR_SRVY_POINT_TYPE,DIRECTIONAL SURVEY,MODULE
R_DIR_SRVY_TYPE,DIRECTIONAL SURVEY,MODULE
R_DIST_REF_PT,DISTANCE,MODULE
R_DOC_STATUS,DOCUMENT,MODULE
R_DOCUMENT_TYPE,DOCUMENT,MODULE
R_DRILL_BIT_DETAIL_CODE,DRILLING,MODULE
R_DRILL_BIT_DETAIL_TYPE,DRILLING,MODULE
R_DRILL_BIT_JET_TYPE,DRILLING,MODULE
R_DRILL_BIT_TYPE,DRILLING,MODULE
R_DRILL_HOLE_POSITION,DRILLING,MODULE
R_DRILL_STAT_CODE,DRILLING,MODULE
R_DRILL_REPORT_TIME,DRILLING,MODULE
R_DRILL_BIT_CONDITION,DRILLING,MODULE
R_DRILL_ASSEMBLY_COMP,DRILLING,MODULE
R_DRILL_STAT_TYPE,DRILLING,MODULE
R_DRILL_TOOL_TYPE,DRILLING,MODULE
R_DRILLING_MEDIA,DRILLING,MODULE
R_ECONOMIC_SCENARIO,ECONOMIC,MODULE
R_ECONOMIC_SCHEDULE,ECONOMIC,MODULE
R_ECOZONE_TYPE,ECOZONE,MODULE
R_ECOZONE_XREF,ECOZONE,MODULE
R_ECOZONE_HIER_LEVEL,ECOZONE,MODULE
R_EMPLOYEE_POSITION,EMPLOYEE,MODULE
R_EMPLOYEE_STATUS,EMPLOYEE,MODULE
R_ENCODING_TYPE,ENCODING,MODULE
R_ENHANCED_REC_TYPE,ENHANCED,MODULE
R_ENT_TYPE,ENTITLEMENT,MODULE
R_ENT_SEC_GROUP_XREF,ENTITLEMENT,MODULE
R_ENT_EXPIRY_ACTION,ENTITLEMENT,MODULE
R_ENT_COMPONENT_TYPE,ENTITLEMENT,MODULE
R_ENT_ACCESS_TYPE,ENTITLEMENT,MODULE
R_ENT_SEC_GROUP_TYPE,ENTITLEMENT,MODULE
R_EQUIP_BA_ROLE_TYPE,EQUIPMENT,MODULE
R_EQUIP_INSTALL_LOC,EQUIPMENT,MODULE
R_EQUIP_MAINT_LOC,EQUIPMENT,MODULE
R_EQUIP_MAINT_REASON,EQUIPMENT,MODULE
R_EQUIP_MAINT_STATUS,EQUIPMENT,MODULE
R_EQUIP_MAINT_STAT_TYPE,EQUIPMENT,MODULE
R_EQUIP_REMOVE_REASON,EQUIPMENT,MODULE
R_EQUIP_SPEC,EQUIPMENT,MODULE
R_EQUIP_SPEC_REF_TYPE,EQUIPMENT,MODULE
R_EQUIP_STATUS,EQUIPMENT,MODULE
R_EQUIP_STATUS_TYPE,EQUIPMENT,MODULE
R_EQUIP_SYSTEM_CONDITION,EQUIPMENT,MODULE
R_EQUIP_USE_STAT_TYPE,EQUIPMENT,MODULE
R_EQUIP_XREF_TYPE,EQUIPMENT,MODULE
R_EQUIP_COMPONENT_TYPE,EQUIPMENT,MODULE
R_EW_START_LINE,EAST-WEST,MODULE
R_EW_DIRECTION,EAST-WEST,MODULE
R_FAC_PIPE_TYPE,FACILITY,MODULE
R_FAC_MAINT_STATUS,FACILITY,MODULE
R_FAC_PIPE_COVER,FACILITY,MODULE
R_FAC_MAINT_STATUS_TYPE,FACILITY,MODULE
R_FAC_STATUS_TYPE,FACILITY,MODULE
R_FAC_SPEC_REFERENCE,FACILITY,MODULE
R_FAC_FUNCTION,FACILITY,MODULE
R_FAC_LIC_COND,FACILITY,MODULE
R_FAC_LIC_COND_CODE,FACILITY,MODULE
R_FAC_LIC_DUE_CONDITION,FACILITY,MODULE
R_FAC_LIC_EXTEND_TYPE,FACILITY,MODULE
R_FAC_LIC_VIOLATION_TYPE,FACILITY,MODULE
R_FAC_LIC_VIOL_RESOL,FACILITY,MODULE
R_FAC_MAINTAIN_TYPE,FACILITY,MODULE
R_FAC_PIPE_MATERIAL,FACILITY,MODULE
R_FACILITY_XREF_TYPE,FACILITY,MODULE
R_FACILITY_TYPE,FACILITY,MODULE
R_FACILITY_STATUS,FACILITY,MODULE
R_FACILITY_SPEC_TYPE,FACILITY,MODULE
R_FACILITY_SPEC_CODE,FACILITY,MODULE
R_FACILITY_COMP_TYPE,FACILITY,MODULE
R_FACILITY_CLASS,FACILITY,MODULE
R_FAULT_TYPE,FAULT,MODULE
R_FIELD_STATION_TYPE,FIELD,MODULE
R_FIELD_TYPE,FIELD,MODULE
R_FIELD_COMPONENT_TYPE,FIELD,MODULE
R_FIN_TYPE,FINANCE,MODULE
R_FIN_COMPONENT_TYPE,FINANCE,MODULE
R_FIN_STATUS,FINANCE,MODULE
R_FIN_COST_TYPE,FINANCE,MODULE
R_FIN_XREF_TYPE,FINANCE,MODULE
R_FLUID_TYPE,FLUID,MODULE
R_FONT_EFFECT,FONT,MODULE
R_FOOTAGE_ORIGIN,FOOTAGE,MODULE
R_FOS_TAXON_GROUP,FOSSIL,MODULE
R_FOS_TAXON_LEVEL,FOSSIL,MODULE
R_FOS_XREF,FOSSIL,MODULE
R_FOS_TAI_COLOR,FOSSIL,MODULE
R_FOS_OBS_TYPE,FOSSIL,MODULE
R_FOS_NAME_SET_TYPE,FOSSIL,MODULE
R_FOS_LIFE_HABIT,FOSSIL,MODULE
R_FOS_DESC_TYPE,FOSSIL,MODULE
R_FOS_DESC_CODE,FOSSIL,MODULE
R_FOS_ASSEMBLAGE_TYPE,FOSSIL,MODULE
R_FOS_ALIAS_TYPE,FOSSIL,MODULE
R_FOS_COLOR,FOSSIL,MODULE
R_GEOMETRY_TYPE,GEOMETRY,MODULE
R_GEOMETRY_FORMAT,GEOMETRY,MODULE
R_GRANTED_RIGHT_TYPE,GRANTED,MODULE
R_HOLE_CONDITION,HOLE,MODULE
R_HORIZ_DRILL_REASON,HORIZONTAL DRILLING,MODULE
R_HORIZ_DRILL_TYPE,HORIZONTAL DRILLING,MODULE
R_HSE_INCIDENT_COMP_TYPE,HSE,MODULE
R_HSE_INCIDENT_DETAIL,HSE,MODULE
R_HSE_RESPONSE_TYPE,HSE,MODULE
R_HSE_COMP_ROLE,HSE,MODULE
R_IMAGE_CALIBRATE_METHOD,IMAGE,MODULE
R_IMAGE_SECTION_TYPE,IMAGE,MODULE
R_INCIDENT_CAUSE_TYPE,INCIDENT,MODULE
R_INCIDENT_INTERACT_TYPE,INCIDENT,MODULE
R_INCIDENT_RESP_RESULT,INCIDENT,MODULE
R_INCIDENT_SUBST_ROLE,INCIDENT,MODULE
R_INCIDENT_CAUSE_CODE,INCIDENT,MODULE
R_INCIDENT_BA_ROLE,INCIDENT,MODULE
R_INCIDENT_SUBSTANCE,INCIDENT,MODULE
R_INFORMATION_PROCESS,INFORMATION,MODULE
R_INPUT_TYPE,INPUT TYPE,MODULE
R_INSP_COMP_TYPE,INSPECTION,MODULE
R_INSP_STATUS,INSPECTION,MODULE
R_INST_DETAIL_REF_VALUE,INSTRUMENT,MODULE
R_INST_DETAIL_TYPE,INSTRUMENT,MODULE
R_INST_DETAIL_CODE,INSTRUMENT,MODULE
R_INSTRUMENT_COMP_TYPE,INSTRUMENT,MODULE
R_INSTRUMENT_TYPE,INSTRUMENT,MODULE
R_INT_SET_STATUS_TYPE,INTEREST,MODULE
R_INT_SET_XREF_TYPE,INTEREST,MODULE
R_INT_SET_TYPE,INTEREST,MODULE
R_INT_SET_TRIGGER,INTEREST,MODULE
R_INT_SET_STATUS,INTEREST,MODULE
R_INT_SET_COMPONENT,INTEREST,MODULE
R_INT_SET_ROLE,INTEREST,MODULE
R_INTERP_ORIGIN_TYPE,INTERPRETATION,MODULE
R_INTERP_TYPE,INTERPRETATION,MODULE
R_INV_MATERIAL_TYPE,INVENTORY,MODULE
R_ITEM_SUB_CATEGORY,ITEM,MODULE
R_ITEM_CATEGORY,ITEM,MODULE
R_L_OFFR_CANCEL_RSN,LAND,MODULE
R_LAND_PROPERTY_TYPE,LAND,MODULE
R_LAND_OFFRING_TYPE,LAND,MODULE
R_LAND_OFFRING_STATUS,LAND,MODULE
R_LAND_LESSOR_TYPE,LAND,MODULE
R_LAND_COMPONENT_TYPE,LAND,MODULE
R_LAND_CASH_BID_TYPE,LAND,MODULE
R_LAND_CASE_TYPE,LAND,MODULE
R_LAND_CASE_ACTION,LAND,MODULE
R_LAND_BID_TYPE,LAND,MODULE
R_LAND_BID_STATUS,LAND,MODULE
R_LAND_BIDDER_TYPE,LAND,MODULE
R_LAND_AGREE_TYPE,LAND,MODULE
R_LAND_ACQTN_METHOD,LAND,MODULE
R_LAND_WELL_REL_TYPE,LAND,MODULE
R_LAND_UNIT_TYPE,LAND,MODULE
R_LAND_TRACT_TYPE,LAND,MODULE
R_LAND_TITLE_TYPE,LAND,MODULE
R_LAND_TITLE_CHG_RSN,LAND,MODULE
R_LAND_STATUS_TYPE,LAND,MODULE
R_LAND_RIGHT_STATUS,LAND,MODULE
R_LAND_RIGHT_CATEGORY,LAND,MODULE
R_LAND_REQ_STATUS,LAND,MODULE
R_LAND_REQUEST_TYPE,LAND,MODULE
R_LAND_RENTAL_TYPE,LAND,MODULE
R_LAND_REF_NUM_TYPE,LAND,MODULE
R_LEASE_UNIT_TYPE,LEASE,MODULE
R_LEASE_UNIT_STATUS,LEASE,MODULE
R_LEGAL_SURVEY_TYPE,LEGAL,MODULE
R_LIC_STATUS_TYPE,LICENSE,MODULE
R_LICENSE_STATUS,LICENSE,MODULE
R_LINER_TYPE,LINER,MODULE
R_LITH_ROUNDING,LITHOLOGIC,MODULE
R_LITH_ABUNDANCE,LITHOLOGIC,MODULE
R_LITH_BOUNDARY_TYPE,LITHOLOGIC,MODULE
R_LITH_COLLECT_METHOD,LITHOLOGIC,MODULE
R_LITH_COLOR,LITHOLOGIC,MODULE
R_LITH_COMPONENT,LITHOLOGIC,MODULE
R_LITH_CONSOLIDATION,LITHOLOGIC,MODULE
R_LITH_CONTAMINANT,LITHOLOGIC,MODULE
R_LITH_CYCLE_BED,LITHOLOGIC,MODULE
R_LITH_DEP_ENV,LITHOLOGIC,MODULE
R_LITH_DIAGENESIS,LITHOLOGIC,MODULE
R_LITH_DISTRIBUTION,LITHOLOGIC,MODULE
R_LITH_INTENSITY,LITHOLOGIC,MODULE
R_LITH_LOG_COMP_TYPE,LITHOLOGIC,MODULE
R_LITH_LOG_TYPE,LITHOLOGIC,MODULE
R_LITH_OIL_STAIN,LITHOLOGIC,MODULE
R_LITH_PATTERN_CODE,LITHOLOGIC,MODULE
R_LITH_PREP_CLASS,LITHOLOGIC,MODULE
R_LITH_ROCK_MATRIX,LITHOLOGIC,MODULE
R_LITH_ROCK_PROFILE,LITHOLOGIC,MODULE
R_LITH_ROCK_TYPE,LITHOLOGIC,MODULE
R_LITH_STRUCTURE,LITHOLOGIC,MODULE
R_LITH_SOURCE,LITHOLOGIC,MODULE
R_LITH_SORTING,LITHOLOGIC,MODULE
R_LITH_SCALE_SCHEME,LITHOLOGIC,MODULE
R_LOCATION_TYPE,LOCATION,MODULE
R_LOCATION_QUALITY,LOCATION,MODULE
R_LOCATION_QUALIFIER,LOCATION,MODULE
R_LOCATION_DESC_TYPE,LOCATION,MODULE
R_LOG_ARRAY_DIMENSION,LOG,MODULE
R_LOG_TOOL_TYPE,LOG,MODULE
R_LOG_POSITION_TYPE,LOG,MODULE
R_LOG_MATRIX,LOG,MODULE
R_LOG_INDEX_TYPE,LOG,MODULE
R_LOG_GOOD_VALUE_TYPE,LOG,MODULE
R_LOG_DIRECTION,LOG,MODULE
R_LOG_CORRECT_METHOD,LOG,MODULE
R_LOG_CRV_CLASS_SYSTEM,LOG,MODULE
R_LOG_DEPTH_TYPE,LOG,MODULE
R_LOST_MATERIAL_TYPE,LOST MATERIAL TYPE,MODULE
R_LR_FIELD_XREF,LAND RIGHT,MODULE
R_LR_FACILITY_XREF,LAND RIGHT,MODULE
R_LR_XREF_TYPE,LAND RIGHT,MODULE
R_LR_TERMIN_TYPE,LAND RIGHT,MODULE
R_LR_SIZE_TYPE,LAND RIGHT,MODULE
R_LR_TERMIN_REQMT,LAND RIGHT,MODULE
R_MAINT_PROCESS,MAINTENANCE PROCESS,MODULE
R_MBAL_COMPRESS_TYPE,MBAL,MODULE
R_MBAL_CURVE_TYPE,MBAL,MODULE
R_MEASURE_TECHNIQUE,MEASURE,MODULE
R_MEASUREMENT_TYPE,MEASUREMENT,MODULE
R_MEDIA_TYPE,MEDIA,MODULE
R_MISC_DATA_TYPE,MISCELLANEOUS,MODULE
R_MISC_DATA_CODE,MISCELLANEOUS,MODULE
R_MUD_LOG_COLOR,MUD,MODULE
R_MUD_PROPERTY_CODE,MUD,MODULE
R_MUD_PROPERTY_REF,MUD,MODULE
R_MUD_PROPERTY_TYPE,MUD,MODULE
R_MUD_SAMPLE_TYPE,MUD,MODULE
R_MUD_COLLECT_REASON,MUD,MODULE
R_NAME_SET_XREF_TYPE,STRATIGRAPHIC,MODULE
R_NODE_POSITION,NODE,MODULE
R_NOTIFICATION_TYPE,NOTIFICATION,MODULE
R_NOTIFICATION_COMP_TYPE,NOTIFICATION,MODULE
R_NS_START_LINE,NORTH-SOUTH,MODULE
R_NS_DIRECTION,NORTH-SOUTH,MODULE
R_OBLIG_SUSPEND_PAY,OBLIGATION,MODULE
R_OBLIG_CALC_POINT,OBLIGATION,MODULE
R_OBLIG_CATEGORY,OBLIGATION,MODULE
R_OBLIG_COMPONENT_TYPE,OBLIGATION,MODULE
R_OBLIG_COMP_REASON,OBLIGATION,MODULE
R_OBLIG_XREF_TYPE,OBLIGATION,MODULE
R_OBLIG_TYPE,OBLIGATION,MODULE
R_OBLIG_TRIGGER,OBLIGATION,MODULE
R_OBLIG_CALC_METHOD,OBLIGATION,MODULE
R_OBLIG_REMARK_TYPE,OBLIGATION,MODULE
R_OBLIG_PAY_RESP,OBLIGATION,MODULE
R_OBLIG_PARTY_TYPE,OBLIGATION,MODULE
R_OBLIG_DEDUCT_CALC,OBLIGATION,MODULE
R_OFFSHORE_AREA_CODE,OFFSHORE,MODULE
R_OFFSHORE_COMP_TYPE,OFFSHORE,MODULE
R_OIL_TYPE,OIL TYPE,MODULE
R_ONTOGENY_TYPE,ONTOGENY,MODULE
R_OPERAND_QUALIFIER,OPERAND,MODULE
R_PAL_SUM_COMP_TYPE,PALEO,MODULE
R_PAL_SUM_XREF_TYPE,PALEO,MODULE
R_PALEO_INTERP_TYPE,PALEO,MODULE
R_PALEO_TYPE_FOSSIL,PALEO,MODULE
R_PALEO_IND_TYPE,PALEO,MODULE
R_PARCEL_TYPE,PARCEL,MODULE
R_PARCEL_LOT_TYPE,PARCEL,MODULE
R_PAY_DETAIL_TYPE,PAYMENT,MODULE
R_PAY_METHOD,PAYMENT,MODULE
R_PAY_RATE_TYPE,PAYMENT,MODULE
R_PAYMENT_TYPE,PAYMENT,MODULE
R_PAYZONE_TYPE,PAYZONE,MODULE
R_PDEN_XREF_TYPE,PDEN,MODULE
R_PDEN_STATUS_TYPE,PDEN,MODULE
R_PDEN_AMEND_REASON,PDEN,MODULE
R_PDEN_COMPONENT_TYPE,PDEN,MODULE
R_PDEN_STATUS,PDEN,MODULE
R_PERFORATION_TYPE,PERFORATION,MODULE
R_PERFORATION_METHOD,PERFORATION,MODULE
R_PERIOD_TYPE,PERIOD,MODULE
R_PHYS_ITEM_GROUP_TYPE,PHYSICAL,MODULE
R_PHYSICAL_ITEM_STATUS,PHYSICAL,MODULE
R_PHYSICAL_PROCESS,PHYSICAL,MODULE
R_PICK_VERSION_TYPE,PICK,MODULE
R_PICK_QUALITY,PICK,MODULE
R_PICK_LOCATION,PICK,MODULE
R_PICK_QUALIFIER,PICK,MODULE
R_PICK_QUALIF_REASON,PICK,MODULE
R_PLATFORM_TYPE,PLATFORM,MODULE
R_PLOT_SYMBOL,PLOT,MODULE
R_PLUG_TYPE,PLUG,MODULE
R_POOL_TYPE,POOL,MODULE
R_POOL_COMPONENT_TYPE,POOL,MODULE
R_POOL_STATUS,POOL,MODULE
R_POROSITY_TYPE,POROSITY,MODULE
R_PPDM_UOM_USAGE,PPDM,MODULE
R_PPDM_AUDIT_REASON,PPDM,MODULE
R_PPDM_TABLE_TYPE,PPDM,MODULE
R_PPDM_SYSTEM_TYPE,PPDM,MODULE
R_PPDM_SCHEMA_GROUP,PPDM,MODULE
R_PPDM_SCHEMA_ENTITY,PPDM,MODULE
R_PPDM_RULE_XREF_TYPE,PPDM,MODULE
R_PPDM_RULE_XREF_COND,PPDM,MODULE
R_PPDM_RULE_USE_COND,PPDM,MODULE
R_PPDM_RULE_STATUS,PPDM,MODULE
R_PPDM_RULE_PURPOSE,PPDM,MODULE
R_PPDM_RULE_DETAIL_TYPE,PPDM,MODULE
R_PPDM_RULE_COMP_TYPE,PPDM,MODULE
R_PPDM_RULE_CLASS,PPDM,MODULE
R_PPDM_ROW_QUALITY,PPDM,MODULE
R_PPDM_REF_VALUE_TYPE,PPDM,MODULE
R_PPDM_RDBMS,PPDM,MODULE
R_PPDM_QC_TYPE,PPDM,MODULE
R_PPDM_QC_STATUS,PPDM,MODULE
R_PPDM_QC_QUALITY,PPDM,MODULE
R_PPDM_PROC_TYPE,PPDM,MODULE
R_PPDM_OWNER_ROLE,PPDM,MODULE
R_PPDM_OPERATING_SYSTEM,PPDM,MODULE
R_PPDM_OBJECT_TYPE,PPDM,MODULE
R_PPDM_OBJECT_STATUS,PPDM,MODULE
R_PPDM_METRIC_TYPE,PPDM,MODULE
R_PPDM_METRIC_REF_VALUE,PPDM,MODULE
R_PPDM_METRIC_COMP_TYPE,PPDM,MODULE
R_PPDM_METRIC_CODE,PPDM,MODULE
R_PPDM_MAP_TYPE,PPDM,MODULE
R_PPDM_MAP_RULE_TYPE,PPDM,MODULE
R_PPDM_INDEX_CATEGORY,PPDM,MODULE
R_PPDM_GROUP_XREF_TYPE,PPDM,MODULE
R_PPDM_GROUP_USE,PPDM,MODULE
R_PPDM_GROUP_TYPE,PPDM,MODULE
R_PPDM_FAIL_RESULT,PPDM,MODULE
R_PPDM_ENFORCE_METHOD,PPDM,MODULE
R_PPDM_DEFAULT_VALUE,PPDM,MODULE
R_PPDM_DATA_TYPE,PPDM,MODULE
R_PPDM_CREATE_METHOD,PPDM,MODULE
R_PPDM_BOOLEAN_RULE,PPDM,MODULE
R_PPDM_AUDIT_TYPE,PPDM,MODULE
R_PPDM_UOM_ALIAS_TYPE,PPDM,MODULE
R_PRESERVE_QUALITY,PRESERVE,MODULE
R_PRESERVE_TYPE,PRESERVE,MODULE
R_PROD_STR_FM_STAT_TYPE,PROD,MODULE
R_PROD_STR_FM_STATUS,PROD,MODULE
R_PROD_STRING_TYPE,PROD,MODULE
R_PROD_STRING_STAT_TYPE,PROD,MODULE
R_PROD_STRING_STATUS,PROD,MODULE
R_PROD_STRING_COMP_TYPE,PROD,MODULE
R_PRODUCT_COMPONENT_TYPE,PRODUCT,MODULE
R_PRODUCTION_METHOD,PRODUCTION,MODULE
R_PROJ_STEP_TYPE,PROJECT,MODULE
R_PROJ_STEP_XREF_TYPE,PROJECT,MODULE
